Question	Comment
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Forward thinking initiatives like this to help the city attempt to keep up with Austin’s corporate growth 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	City has been doing great job improving parks and recreational areas. I like how it’s going so far! 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"To be honest, I am worried.  Mostly about water.  I don't understand why there is so much emphasis on growth when we face water restrictions every summer and we see what is happening out west (Lake Mead).  Can technology make water?    So whatever, technology can do to reverse the effects of climate change I'm all for.  I believe a light rail system would help ease our dependence on cars at least."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Not driving and drinking at fiesta. I dream of taking a train home. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"If our wonderful hometown could take itself more seriously when it comes to improving its infrastructure and acting more like a Top Ten Most Populous city instead of a ""big small town,"" my excitement will return and grow once again."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	As a San Antonio native who has come back home after obtaining a Master's Degree in social work in DC I realized I missed the family feel and rich culture that we have but there a major shock in the difference of core services that help offset issues stemming from what we're lacking. We're a strong community that will continue to improve that is most exciting to me.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The growth and diversity 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Opportunity 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Rail and public transit that actually functions
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The city is growing and with that there are more opportunities available. But it’s super important that the cost of living remains lower than in other cities 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The city’s growth and tax base will enable it to fund projects many cities couldn’t take on 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The collapse of big business and the subsequent green city of ""rivers"" and trees rather than concrete and billboards."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The room for improvement. As the city grows, there are changes that must be made to support the growing community. I’m hopeful that the city will address issues in a meaningful and beneficial way for all residents."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"RAIL SYSTEM BETWEEN HERE AND DALLAS, STOPPING IN AUSTIN. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The possibility of leading the charge in renewable and sustainable energy 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The gravy that it can still grow and develop as a unique city in the US with a diverse population 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The amount of potential and the idea of being able to get around without using a car 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Downtown and inner ring, becoming more dense and walkable. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The possibility of developing large-city businesses and economy without sacrificing our city’s character. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Development of the downtown area to reduce sprawl and congested highways 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Better public transportation. Light rail?
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"I’m excited that we are mostly a blue city in a red state, especially since trump is probably coming back. During Covid Our city leaders promoted mask wearing while our governor was the opposite. I’m excited that we are a compassionate city towards immigrants and provide help to our homeless, to abused women and to animals. Although the city is not doing for these groups, it does some. I like the many parks and green spaces of this city but I dislike the very poor control of speeding and aggressive drivers here. It’s stressful and dangerous to drive here and the city does nothing about it "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Possibility of a fast rail transportation connecting Dallas, Austin and Houston "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Trains and public transportation 
